task_id,project,smell_type,accepted,final_state,srr,csr,binary_sir,count_sir,assertion_pass_rate,token_cost,time_cost
jsoup_14,jsoup,LongMethod,False,failed,0.0,0.0,1.0,2.0,0.5,0.0,577.6423940000823
